Наименование;Новый/Б.у;Марка;Модель;Кузов;Номер;Двигатель;Год;L-R;F-R;U-D;Цвет;Примечание;Цена;Фотография;Статус;Аутентичность;ID
ремень безопасности;Б.у.;Toyota;Avensis II 2003-2008;;7321005070;;;-;-;-;;Номер по складу: 3466 Примечание: передний правый   в отличном состоянии!!!;2500;http://pubimg03.softrazborki.net/phxcycul/6713.jpg;В наличии;Оригинальные;b9de672c-e2df-4029-8f82-0a023727917a
ремень безопасности;Б.у.;Toyota;Avensis II 2003-2008;;7322005050;;;-;-;-;;Номер по складу: 3465 Примечание: левый передний   в отличном состоянии!!!!;2500;http://pubimg03.softrazborki.net/phxcycul/6710.jpg,http://pubimg03.softrazborki.net/phxcycul/6711.jpg,http://pubimg03.softrazborki.net/phxcycul/6712.jpg;В наличии;Оригинальные;0d41cdb0-308f-4ae6-82be-a91676833d2a
стекло ветровое;Б.у.;Toyota;Avensis II 2003-2008;;32;;;-;R;-;;Номер по складу: 3458 Примечание: в отличном состоянии!!!!  заднее  в отличном состоянии!!!;7000;http://pubimg03.softrazborki.net/phxcycul/6689.jpg,http://pubimg03.softrazborki.net/phxcycul/6690.jpg,http://pubimg03.softrazborki.net/phxcycul/6691.jpg,http://pubimg03.softrazborki.net/phxcycul/6692.jpg,http://pubimg03.softrazborki.net/phxcycul/6693.jpg;В наличии;Оригинальные;6d19f7ac-6679-46fa-a62b-4a4451b830d9
стекло лобовое (ветровое);Б.у.;Toyota;Avensis II 2003-2008;;3;;;-;-;-;;Номер по складу: 3457 Примечание: стекло лобовое в отличном состояниии!!!  оригинал!  с Подогревом И датчиком!;9000;http://pubimg03.softrazborki.net/phxcycul/6678.jpg,http://pubimg03.softrazborki.net/phxcycul/6679.jpg,http://pubimg03.softrazborki.net/phxcycul/6680.jpg,http://pubimg03.softrazborki.net/phxcycul/6681.jpg,http://pubimg03.softrazborki.net/phxcycul/6682.jpg,http://pubimg03.softrazborki.net/phxcycul/6683.jpg,http://pubimg03.softrazborki.net/phxcycul/6684.jpg,http://pubimg03.softrazborki.net/phxcycul/6685.jpg,http://pubimg03.softrazborki.net/phxcycul/6686.jpg,http://pubimg03.softrazborki.net/phxcycul/6687.jpg,http://pubimg03.softrazborki.net/phxcycul/6688.jpg;В наличии;Оригинальные;a072e535-5973-425b-b145-48814af2f88c
плафон салонный;Б.у.;Toyota;Avensis II 2003-2008;;8125005020;;;-;-;-;;Номер по складу: 3456 Примечание: задний;500;http://pubimg03.softrazborki.net/phxcycul/6676.jpg,http://pubimg03.softrazborki.net/phxcycul/6677.jpg;В наличии;Оригинальные;199df16b-775c-4fe2-aa89-3cb2e9b6b4fe
панель приборов(спидометр);Б.у.;Toyota;Avensis II 2003-2008;;8380005790h;;;-;-;-;;Номер по складу: 3454 Примечание: в  идеальном сотоянии!!!!  как новенький;3000;http://pubimg03.softrazborki.net/phxcycul/6671.jpg,http://pubimg03.softrazborki.net/phxcycul/6672.jpg,http://pubimg03.softrazborki.net/phxcycul/6673.jpg;В наличии;Оригинальные;c7a311a2-b641-49ec-a784-2395f6ced136
блок кнопок;Б.у.;Toyota;Avensis II 2003-2008;;1;;;-;-;-;;Номер по складу: 3452 Примечание: Блок кнопок руля (управления музыкой)  как новые!;1500;http://pubimg03.softrazborki.net/phxcycul/6666.jpg,http://pubimg03.softrazborki.net/phxcycul/6667.jpg,http://pubimg03.softrazborki.net/phxcycul/6668.jpg;В наличии;Оригинальные;ef856120-babb-4197-b29e-18a90853f485
полка;Б.у.;Toyota;Avensis II 2003-2008;;64350e020;;;-;-;-;;Номер по складу: 3450 Примечание: полка задняя со шторкой!!! в отличном состоянии!!!   идеале;2500;http://pubimg03.softrazborki.net/phxcycul/6658.jpg,http://pubimg03.softrazborki.net/phxcycul/6659.jpg,http://pubimg03.softrazborki.net/phxcycul/6660.jpg,http://pubimg03.softrazborki.net/phxcycul/6661.jpg;В наличии;Оригинальные;5e3b3775-2bcb-468b-8f88-5636f2f4e7e0
пульт системы навигации;Б.у.;Toyota;Avensis II 2003-2008;;8682520010;;;-;-;-;;Номер по складу: 3449 Примечание: в отличном состоянии;1000;http://pubimg03.softrazborki.net/phxcycul/6656.jpg,http://pubimg03.softrazborki.net/phxcycul/6657.jpg;В наличии;Оригинальные;6eb406b4-d0f3-4dea-9b92-81c4f9c13bab
консоль центральная(бардачок);Б.у.;Toyota;Avensis II 2003-2008;;32;;;-;-;-;;Номер по складу: 3448 Примечание: без крышки бардачка;1000;http://pubimg03.softrazborki.net/phxcycul/6652.jpg,http://pubimg03.softrazborki.net/phxcycul/6653.jpg,http://pubimg03.softrazborki.net/phxcycul/6654.jpg,http://pubimg03.softrazborki.net/phxcycul/6655.jpg;В наличии;Оригинальные;78473324-b1a1-4288-afa7-ac090023e656
реле;Б.у.;Toyota;Avensis II 2003-2008;;9008087013,9008087019,2830028010;;;-;-;-;;Номер по складу: 3447 Примечание: цена за Штуку!!!!!;450;http://pubimg03.softrazborki.net/phxcycul/6648.jpg,http://pubimg03.softrazborki.net/phxcycul/6649.jpg,http://pubimg03.softrazborki.net/phxcycul/6650.jpg,http://pubimg03.softrazborki.net/phxcycul/6651.jpg;В наличии;Оригинальные;271986d4-6796-4f7b-bbf3-cbf5cdaee882
реле;Б.у.;Toyota;Avensis II 2003-2008;;9008087013,9008087019,2830028010;;;-;-;-;;Номер по складу: 3446 Примечание: цена за Штуку!!!!!;450;http://pubimg03.softrazborki.net/phxcycul/6644.jpg,http://pubimg03.softrazborki.net/phxcycul/6645.jpg,http://pubimg03.softrazborki.net/phxcycul/6646.jpg,http://pubimg03.softrazborki.net/phxcycul/6647.jpg;В наличии;Оригинальные;9f5eaf63-3d25-4a62-9b78-8bdd910e4d91
реле;Б.у.;Toyota;Avensis II 2003-2008;;9008087013,9008087019,2830028010;;;-;-;-;;Номер по складу: 3445 Примечание: цена за Штуку!!!!!;450;http://pubimg03.softrazborki.net/phxcycul/6640.jpg,http://pubimg03.softrazborki.net/phxcycul/6641.jpg,http://pubimg03.softrazborki.net/phxcycul/6642.jpg,http://pubimg03.softrazborki.net/phxcycul/6643.jpg;В наличии;Оригинальные;d4e36bab-a08e-450d-beb0-e62f2eb7f80b
реле;Б.у.;Toyota;Avensis II 2003-2008;;9008087013,9008087019,2830028010;;;-;-;-;;Номер по складу: 3444 Примечание: цена за Штуку!!!!!;450;http://pubimg03.softrazborki.net/phxcycul/6636.jpg,http://pubimg03.softrazborki.net/phxcycul/6637.jpg,http://pubimg03.softrazborki.net/phxcycul/6638.jpg,http://pubimg03.softrazborki.net/phxcycul/6639.jpg;В наличии;Оригинальные;bd281a05-cd2d-46d6-bc67-a00a038105c3
блок управления дверьми;Б.у.;Toyota;Avensis II 2003-2008;;8974120210;;;-;-;-;;Номер по складу: 3443 Примечание: в отличном состоянии;600;http://pubimg03.softrazborki.net/phxcycul/6634.jpg,http://pubimg03.softrazborki.net/phxcycul/6635.jpg;В наличии;Оригинальные;c8fbdfe7-73d9-4267-91cb-80c78da8bdf7
накладка декоративная;Б.у.;Toyota;Avensis II 2003-2008;;5547405020;;;-;-;-;;Номер по складу: 3442 Примечание: в идеальном состоянии!!;300;http://pubimg03.softrazborki.net/phxcycul/6631.jpg,http://pubimg03.softrazborki.net/phxcycul/6632.jpg,http://pubimg03.softrazborki.net/phxcycul/6633.jpg;В наличии;Оригинальные;25169798-fabd-4de5-8e79-6b726f95862d
дифлектор воздуха салона;Б.у.;Toyota;Avensis II 2003-2008;;4343;;;-;-;-;;Номер по складу: 3441 Примечание: левая. в отличном состоянии!!;350;http://pubimg03.softrazborki.net/phxcycul/6628.jpg,http://pubimg03.softrazborki.net/phxcycul/6629.jpg,http://pubimg03.softrazborki.net/phxcycul/6630.jpg;В наличии;Оригинальные;2655cd9d-ac5e-4a39-9147-165c25729a0e
рычаг стояночного тормоза(ручника);Б.у.;Toyota;Avensis II 2003-2008;;49;;;-;-;-;;Номер по складу: 3440 Примечание: в отличном состоянии!!!!;500;http://pubimg03.softrazborki.net/phxcycul/6625.jpg,http://pubimg03.softrazborki.net/phxcycul/6626.jpg,http://pubimg03.softrazborki.net/phxcycul/6627.jpg;В наличии;Оригинальные;611dd082-2375-4c17-a948-c5b39b0b3d29
антенна;Б.у.;Toyota;Avensis II 2003-2008;;8686020070;;;-;-;-;;Номер по складу: 3439 Примечание: Антенна навигации;900;http://pubimg03.softrazborki.net/phxcycul/6623.jpg,http://pubimg03.softrazborki.net/phxcycul/6624.jpg;В наличии;Оригинальные;98f1d3b2-fbec-4d69-bfe0-5c98d2f0c60f
трос замка зажигания;Б.у.;Toyota;Avensis II 2003-2008;;2;;;-;-;-;;Номер по складу: 3438 Примечание: в отличном состоянии!!!;690;http://pubimg03.softrazborki.net/phxcycul/6620.jpg,http://pubimg03.softrazborki.net/phxcycul/6621.jpg,http://pubimg03.softrazborki.net/phxcycul/6622.jpg;В наличии;Оригинальные;6defcc85-bcdd-40ee-ae42-ee363a1c7a2c
накладка (кузов внутри);Б.у.;Toyota;Avensis II 2003-2008;;5819105030;;;-;-;-;;Номер по складу: 3437 Примечание: накладка опоры ноги!!!  в отличном состоянии;650;http://pubimg03.softrazborki.net/phxcycul/6618.jpg,http://pubimg03.softrazborki.net/phxcycul/6619.jpg;В наличии;Оригинальные;6cc91b63-5f52-4048-bf97-07fe7fb148c6
блок управления светом;Б.у.;Toyota;Avensis II 2003-2008;;8996005020;;;-;-;-;;Номер по складу: 3436 Примечание: в отличном состоянии;1200;http://pubimg03.softrazborki.net/phxcycul/6616.jpg,http://pubimg03.softrazborki.net/phxcycul/6617.jpg;В наличии;Оригинальные;eacecb6a-e155-432a-b283-3fdd425f3159
реле стеклоочистителей;Б.у.;Toyota;Avensis II 2003-2008;;8594005030;;;-;-;-;;Номер по складу: 3435 Примечание: в отличном состонии;700;http://pubimg03.softrazborki.net/phxcycul/6613.jpg,http://pubimg03.softrazborki.net/phxcycul/6614.jpg,http://pubimg03.softrazborki.net/phxcycul/6615.jpg;В наличии;Оригинальные;7003390a-6583-4466-9199-14f014ce3414
педаль тормоза;Б.у.;Toyota;Avensis II 2003-2008;;21;;;-;-;-;;Номер по складу: 3434 Примечание: c датчиком в отличном состоянии!!!;500;http://pubimg03.softrazborki.net/phxcycul/6610.jpg,http://pubimg03.softrazborki.net/phxcycul/6611.jpg,http://pubimg03.softrazborki.net/phxcycul/6612.jpg;В наличии;Оригинальные;3b27dea7-1ba2-43c4-a38d-b212816ecf14
педаль газа;Б.у.;Toyota;Avensis II 2003-2008;;33;;;-;-;-;;Номер по складу: 3433 Примечание: с датчиком !!! в отличном состоянии!!!;550;http://pubimg03.softrazborki.net/phxcycul/6607.jpg,http://pubimg03.softrazborki.net/phxcycul/6608.jpg,http://pubimg03.softrazborki.net/phxcycul/6609.jpg;В наличии;Оригинальные;efe348ec-34ad-4f0f-9955-d98ffcf785fc
кнопка etc snow;Б.у.;Toyota;Avensis II 2003-2008;;32;;;-;-;-;;Номер по складу: 3432 Примечание: в отличном состоянии;700;http://pubimg03.softrazborki.net/phxcycul/6604.jpg,http://pubimg03.softrazborki.net/phxcycul/6605.jpg,http://pubimg03.softrazborki.net/phxcycul/6606.jpg;В наличии;Оригинальные;88172b13-5e60-4d41-87ad-7ea0de2a4950
датчик abs;Б.у.;Toyota;Avensis II 2003-2008;;89834050010;;;L;F;-;;Номер по складу: 3431 Примечание: в отличном состоянии!!!;500;http://pubimg03.softrazborki.net/phxcycul/6602.jpg,http://pubimg03.softrazborki.net/phxcycul/6603.jpg;В наличии;Оригинальные;5bf7c1b3-f3e0-4dfd-92f7-2f210b1ffc4c
датчик abs;Б.у.;Toyota;Avensis II 2003-2008;;8983305010;;;R;R;-;;Номер по складу: 3430 Примечание: отличное состояние.;500;http://pubimg03.softrazborki.net/phxcycul/6600.jpg,http://pubimg03.softrazborki.net/phxcycul/6601.jpg;В наличии;Оригинальные;1e0ea08b-f077-418f-9cc6-2e671badc4a8
концевик двери;Б.у.;Toyota;Avensis II 2003-2008;;45;;;-;-;-;;Номер по складу: 3429 Примечание: в отличном сосоянии;100;http://pubimg03.softrazborki.net/phxcycul/6598.jpg,http://pubimg03.softrazborki.net/phxcycul/6599.jpg;В наличии;Оригинальные;66fcf374-d229-4286-9f1f-ab2242ef2132
концевик двери;Б.у.;Toyota;Avensis II 2003-2008;;45;;;-;-;-;;Номер по складу: 3428 Примечание: в отличном сосоянии;100;http://pubimg03.softrazborki.net/phxcycul/6596.jpg,http://pubimg03.softrazborki.net/phxcycul/6597.jpg;В наличии;Оригинальные;c54afdb7-0826-4c4f-85cb-3f516c4f90ab
концевик двери;Б.у.;Toyota;Avensis II 2003-2008;;45;;;-;-;-;;Номер по складу: 3427 Примечание: в отличном сосоянии;100;http://pubimg03.softrazborki.net/phxcycul/6594.jpg,http://pubimg03.softrazborki.net/phxcycul/6595.jpg;В наличии;Оригинальные;0c0b2694-c4c6-46a9-93a7-e255a0ba5f68
концевик двери;Б.у.;Toyota;Avensis II 2003-2008;;45;;;-;-;-;;Номер по складу: 3426 Примечание: в отличном сосоянии;100;http://pubimg03.softrazborki.net/phxcycul/6592.jpg,http://pubimg03.softrazborki.net/phxcycul/6593.jpg;В наличии;Оригинальные;8224d8ce-8d5e-4800-8b35-8ec44239de17
переключатель света фар;Б.у.;Toyota;Avensis II 2003-2008;;3223030sud62;;;-;-;-;;Номер по складу: 3425 Примечание: в отличном состоянии!!!;350;http://pubimg03.softrazborki.net/phxcycul/6589.jpg,http://pubimg03.softrazborki.net/phxcycul/6590.jpg,http://pubimg03.softrazborki.net/phxcycul/6591.jpg;В наличии;Оригинальные;a6820c69-3e0a-4184-9e8e-414ed3abaaab
переключатель стеклоочистителей;Б.у.;Toyota;Avensis II 2003-2008;;8465226490;;;-;-;-;;Номер по складу: 3424 Примечание: подрулевой переключатель Дворников  в отличном состоянии!!!!;250;http://pubimg03.softrazborki.net/phxcycul/6586.jpg,http://pubimg03.softrazborki.net/phxcycul/6587.jpg,http://pubimg03.softrazborki.net/phxcycul/6588.jpg;В наличии;Оригинальные;bfabfdb2-650f-425a-8dcc-c4523b0b2666
tv tune;Б.у.;Toyota;Avensis II 2003-2008;;8601020030;;;R;-;-;;Номер по складу: 3423 Примечание: в отличном состоянии;900;http://pubimg03.softrazborki.net/phxcycul/6583.jpg,http://pubimg03.softrazborki.net/phxcycul/6584.jpg,http://pubimg03.softrazborki.net/phxcycul/6585.jpg;В наличии;Оригинальные;0ea53b67-4abb-4dc5-9846-92a50ff5e25f
подушка безопасности (для колен);Б.у.;Toyota;Avensis II 2003-2008;;311;;;-;-;D;;Номер по складу: 3422 Примечание: в отличном состоянии!!! без пробега по рф!!!! заряженая!;1800;http://pubimg03.softrazborki.net/phxcycul/6579.jpg,http://pubimg03.softrazborki.net/phxcycul/6580.jpg,http://pubimg03.softrazborki.net/phxcycul/6581.jpg,http://pubimg03.softrazborki.net/phxcycul/6582.jpg;В наличии;Оригинальные;959f7e15-67e2-42aa-96d4-fce7748811a1
